山东罗欣大药房郯城县古城路店,地址：山东省临沂市郯城县古城路与郯西路交汇处东100米路北,电话：0539-7083052,
山东罗欣大药房十里堡店,地址：山东省临沂市罗庄区盛庄街道十里堡社区十里洋房H2-101,电话：0539-7100775,
山东罗欣大药房迅宏店,地址：山东省临沂市罗庄区盛庄街道金九路与临西五路交汇向西200米路南,电话：0539-7060828,
山东罗欣大药房欧州街店,地址：山东省临沂市罗庄区盛庄街道欧州街001号,电话：0539-7112120,
山东罗欣大药房好怡嘉店,地址：山东省临沂市罗庄区龙潭路与罗五路交汇处北50米路东,电话：0539-8820112,
山东罗欣大药房汤庄康健店,地址：山东省临沂市罗庄区付庄办事处驻地206国道汤庄汽车站北,电话：0539-8918057,
山东罗欣大药房恩泉店,地址：山东省临沂市罗庄区通达路与宝泉路交汇处西北角,电话：0539-7083052,
山东罗欣大药房罗泉店,地址：山东省临沂市罗庄区罗程路与罗三路交汇处东50米,电话：0539-7083032,
山东罗欣大药房东册山店,地址：山东省临沂市罗庄区册山街道东册山村508号,电话：0539-8259395,
山东罗欣大药房义堂店,地址：山东省临沂市兰山区义堂镇大义堂村0086号（俄黄路与327国道交汇处东北角）,电话：0539-8568281,
山东罗欣大药房双月园路店,地址：山东省临沂高新区罗六路与双月园路交汇西北角,电话：0539-8281980,
山东罗欣大药房连首联旺角店,地址：山东省临沂市兰山区通达路与陶然路交汇处东北(首联旺角购物广场),电话：0539-8320963,
山东罗欣大药房于埠店,地址：山东省临沂市河东区东兴路与桃源街交汇处北300米路东,电话：0539-8386606,
山东罗欣大药房西高都店,地址：山东临沂市罗庄区高都街道沈牌子村罗程路与临册路交汇处西100米路北,电话：0539-8270295,
山东罗欣大药房湖西崖店,地址：山东省临沂市高新区湖北路与罗七路交汇东100米路南,电话：0539-2928028,
金葵大药房黄岛七十八店,地址：山东省青岛市黄岛区胶南经济开发区辛屯社区7#网点,电话：无,
山东罗欣大药房文化路店  ,地址：山东临沂市罗庄区罗庄街道罗六路与文化路交汇处西南文化苑6号,电话：0539-8250360,
山东罗欣大药房河东解放路店,地址：山东省临沂市河东区解放东路与兰亭路交汇处新城花园4号楼112号,电话：0539-2936058,
金葵大药房崂山桃园山色店,地址：山东省青岛市崂山区同安路896号-5号网点,电话：无,
金葵大药房胶州森盛店,地址：山东省青岛市胶州市普集镇上五村11号,电话：无,
山东罗欣大药房兰陵大仲村连锁店,地址：山东临沂市兰陵县大仲村镇大仲村村622号,电话：0539-5128360,
金葵大药房辽阳西路店,地址：山东省青岛市市北区辽阳西路219-10号,电话：无,
金葵大药房崂山博益群店,地址：山东省青岛市崂山区劲松五路179-12号网点,电话：无,
金葵大药房即墨杨头村店,地址：山东省青岛市即墨市段家镇北杨头村,电话：无,
金葵大药房桂林店,地址：山东省青岛市黄岛区青岛中路127号,电话：无,
山东罗欣大药房郯城李庄店,地址：山东临沂市郯城县李庄镇李庄三村362号,电话：0539-6749868,
金葵大药房李沧王埠店,地址：山东省青岛市李沧区黑龙江中路319号网点1-1,电话：无,
金葵大药房黄岛石油大学店,地址：山东省青岛市黄岛区莲花山小区464号,电话：无,
金葵大药房即墨秦家庄店,地址：山东省青岛市即墨市北安街道秦家庄村227号,电话：无,
金葵大药房黄岛康惠店,地址：山东省青岛市胶南市张家楼镇张家楼村204国道旁,电话：无,
山东罗欣大药房杨庄店,地址：山东临沂市河东区东兴路与东来大街交汇西300米路南幸福小学沿街楼5号,电话：0539-2930752,
金葵大药房胶州香江路店,地址：山东省青岛市胶州市胶北办事处梁戈庄村香江路大道,电话：无,
金葵大药房四方第七分店,地址：山东省青岛市四方区洛阳路41丁13号,电话：无,
金葵大药房即墨三十九店,地址：山东省青岛市泰山一路228号中惠景苑33号5号网点,电话：无,
金葵大药房胶南胜德堂,地址：山东省青岛市胶南市大村镇市美村齐白路34号,电话：无,
山东罗欣大药房湖南崖店,地址：山东临沂市罗庄区罗庄街道湖东路与工业北路交汇处西北角,电话：0539-8820113,
金葵大药房胶州胶东店,地址：山东省青岛市胶州市胶东办事处南庄二村343号,电话：无,
金葵大药房四方第八分店,地址：山东省青岛市四方区开平路9号甲-4号,电话：无,
