康乐医药俊涛大药房,地址：河南省郑州市登封市告成镇政府南侧,电话：0371-62812555,
康乐医药瑞华大药房,地址：河南省郑州市登封市卢店镇卢西村,电话：0371-62812555,
康乐医药秀娟大药房,地址：河南省郑州市登封市阳城区铝庄村,电话：0371-62812555,
康乐医药得心康大药房,地址：河南省郑州市登封市徐庄镇市场桥南,电话：0371-62812555,
康乐医药民康大药房,地址：河南省郑州市登封市宣化镇柴沟村,电话：0371-62812555,
康乐医药健民大药房,地址：河南省郑州市登封市市区新兴街,电话：0371-62812555,
康乐医药永和堂大药房,地址：河南省郑州市登封市大冶镇沙沟村三组文化大舞台隔壁,电话：0371-62812555,
康乐医药福康大药房,地址：河南省郑州市登封市卢店镇迎宾大道中段,电话：0371-62812555,
康乐医药浩男大药房,地址：河南省郑州市登封市宣化镇王村,电话：0371-62812555,
康乐医药众康大药房,地址：河南省郑州市登封市颖河小区,电话：0371-62812555,
康乐医药大冶南环路杏林大药房,地址：河南省郑州市登封市大冶镇南环路,电话：0371-62812555,
康乐医药瑞康大药房,地址：河南省郑州市登封市徐庄镇普堂村兴裕大道中段,电话：0371-62812555,
康乐医药恒康大药房,地址：河南省郑州市登封市石道乡石道村,电话：0371-62812555,
康乐医药徐庄村大药房,地址：河南省郑州市登封市徐庄乡徐庄村,电话：0371-62812555,
康乐医药颖河大药房,地址：河南省郑州市登封市嵩阳办菜园村,电话：0371-62812555,
康乐医药大冶新市场大药房,地址：河南省郑州市登封市大冶镇新市场,电话：0371-62812555,
康乐医药利民大药房,地址：河南省郑州市登封市中岳办事处东十里铺村,电话：0371-62812555,
康乐医药振涛大药房,地址：河南省郑州市登封市大冶镇桥板河村,电话：0371-62812555,
康乐医药唐东大药房,地址：河南省郑州市登封市唐庄乡唐东村,电话：0371-62812555,
康乐医药济世堂大药房,地址：河南省郑州市登封市商埠街,电话：0371-62812555,
康乐医药景福堂大药房,地址：河南省郑州市登封市大冶镇槐下公路中段,电话：0371-62812555,
康乐医药梁三大药房,地址：河南省郑州市登封市东华镇北高马村,电话：0371-62812555,
康乐医药康愈大药房,地址：河南省郑州市登封市中岳办事处韩村,电话：0371-62812555,
康乐医药快聪大药房,地址：河南省郑州市登封市送表矿区东送表村,电话：0371-62812555,
康乐医药仁康大药房,地址：河南省郑州市登封市嵩阳路与东关街交叉口东,电话：0371-62812555,
康乐医药垌头大药房,地址：河南省郑州市登封市大冶镇垌头村,电话：0371-62812555,
康乐医药恒源大药房,地址：河南省郑州市登封市送表矿区西送表村,电话：0371-62812555,
康乐医药惠发大药房,地址：河南省郑州市登封市东华镇尤兰村,电话：0371-62812555,
康乐医药焦河村大药房,地址：河南省郑州市登封市焦河村,电话：0371-62812555,
康乐医药华康药房,地址：河南省郑州市登封市卢店镇振兴路,电话：0371-62812555,
康乐医药鑫达大药房,地址：河南省郑州市登封市大冶镇后柿杭村,电话：0371-62812555,
康乐医药幸福人大药房,地址：河南省郑州市登封市送表乡东送表街与207国道交叉口,电话：0371-62812555,
康乐医药万家福大药房,地址：河南省郑州市登封市大金店镇金东村,电话：0371-62812555,
康乐医药铁林中药房,地址：河南省郑州市登封市少林办事处耿庄村,电话：0371-62812555,
康乐医药环球大药房,地址：河南省郑州市登封市卢店镇卫生院东隔壁,电话：0371-62812555,
康乐医药刘备大药房,地址：河南省郑州市登封市大冶镇刘备村,电话：0371-62812555,
康乐医药颖阳大药房,地址：河南省郑州市登封市颖阳镇颖东村,电话：0371-62812555,
康乐医药福乐大药房,地址：河南省郑州市登封市少林小区永泰路,电话：0371-62812555,
康乐医药胥店大药房,地址：河南省郑州市登封市胥店村,电话：0371-62812555,
康乐医药益康药店,地址：河南省郑州市登封市大冶镇大冶街,电话：0371-62812555,
